open,high,low,close,volume,marketCap,CirculatingSupply,SupplyGrowthRate,timestamp
8.386059761,8.616200447,8.097330093,8.242779732,12179000,652099781.1,79111634.95,0.040084876,2016-04-15 23:59:59.999000+00:00
8.235879898,8.649760246,8.114439964,8.609499931,9888460,681383665.9,79143233.8,0.039942101,2016-04-16 23:59:59.999000+00:00
8.623189926,9.701999664,8.560779572,9.309100151,24619600,737045140.4,79174692.34,0.039748872,2016-04-17 23:59:59.999000+00:00
9.332730293,9.506660461,8.496870041,9.036000252,21084100,715710192.6,79206526.41,0.040207383,2016-04-18 23:59:59.999000+00:00
9.075329781,9.306240082,8.595459938,8.71487999,12899100,690548723.5,79237892.47,0.039600343,2016-04-19 23:59:59.999000+00:00
8.68819046,8.825389862,8.313759804,8.465789795,15634700,671081004.2,79269745.7,0.040199497,2016-04-20 23:59:59.999000+00:00
8.45345974,8.721830368,7.962220192,8.102169991,13355400,642511136.7,79301117.78,0.039576355,2016-04-21 23:59:59.999000+00:00
8.149920464,8.272319794,7.668479919,7.821259975,13309300,620481616,79332692.94,0.039816795,2016-04-22 23:59:59.999000+00:00
7.791830063,8.552929878,7.73774004,8.294790268,14565200,658310821.8,79364372.16,0.03993211,2016-04-23 23:59:59.999000+00:00
8.293430328,8.473970413,7.95980978,8.001350403,10786400,635274078.4,79395857.75,0.039672199,2016-04-24 23:59:59.999000+00:00
8.007769585,8.094599724,7.2365098,7.554339886,18239900,600026226.3,79428015.6,0.040503182,2016-04-25 23:59:59.999000+00:00
7.526549816,7.551819801,7.058979988,7.39703989,17667300,587763649.6,79459305.12,0.039393558,2016-04-26 23:59:59.999000+00:00
7.388390064,7.967740059,7.319690228,7.759970188,19254500,616849025.6,79491159.2,0.040088546,2016-04-27 23:59:59.999000+00:00
7.740690231,7.913070202,7.166399956,7.172530174,11576000,570380061.1,79522852.78,0.039870575,2016-04-28 23:59:59.999000+00:00
7.20702982,7.730959892,7.171889782,7.457290173,8762080,593261113.9,79554516.47,0.039817095,2016-04-29 23:59:59.999000+00:00
7.453909874,9.366499901,7.453909874,8.813980103,36573300,701473016.6,79586408,0.040087643,2016-04-30 23:59:59.999000+00:00
8.775079727,9.011779785,8.432359695,8.846500397,16713800,704335724.7,79617441.15,0.038993019,2016-05-01 23:59:59.999000+00:00
8.894240379,10.32149982,8.850720406,10.16320038,41019200,809492236.1,79649343.3,0.040069305,2016-05-02 23:59:59.999000+00:00
10.1651001,10.1651001,9.279800415,9.31126976,21463900,741932869.2,79681170.06,0.039958593,2016-05-03 23:59:59.999000+00:00
